team_code,team_country,team_founded,id,logo_url,name,team_national,venue_address,venue_capacity,venue_city,venue_id,venue_image,venue_name,venue_surface
,Norway,1989,10894,https://media.api-sports.io/football/teams/10894.png,Lillestrøm,False,,,,,,,
,Norway,1912,12812,https://media.api-sports.io/football/teams/12812.png,Mandalskameratene,False,Neseveien 67,4500,Mandal,8166,https://media.api-sports.io/football/venues/8166.png,Idrettsparken Stadion,grass
MOL,Norway,1911,12817,https://media.api-sports.io/football/teams/12817.png,Molde II,False,"Julsundveien 14, Reknes",11800,Molde,1184,https://media.api-sports.io/football/venues/1184.png,Aker Stadion,artificial turf
,Norway,1998,12824,https://media.api-sports.io/football/teams/12824.png,Orkla,False,Eksisvegen,1000,Fannrem,8174,https://media.api-sports.io/football/venues/8174.png,Orkla Sparebank Stadion,artificial turf
,Norway,1905,12825,https://media.api-sports.io/football/teams/12825.png,Os,False,Idrettsvegen,1000,Os,8175,https://media.api-sports.io/football/venues/8175.png,Kuventræ Idrettsplass kunstgress,artificial turf
,Norway,1919,12860,https://media.api-sports.io/football/teams/12860.png,Staal Jørpeland,False,Fjelltunvegen 31,1000,Jørpeland,8205,https://media.api-sports.io/football/venues/8205.png,Jørpeland stadion,artificial turf
,Norway,1905,12861,https://media.api-sports.io/football/teams/12861.png,Start II,False,Stadionveien 21,14563,Kristiansand,1197,https://media.api-sports.io/football/venues/1197.png,Sparebanken Sør Arena,artificial turf
STR,Norway,1926,12864,https://media.api-sports.io/football/teams/12864.png,Strindheim,False,Peder Østlunds Veg 9,2500,Trondheim,19624,https://media.api-sports.io/football/venues/19624.png,Leangen Bolig Arena,artificial turf
STR,Norway,1907,12865,https://media.api-sports.io/football/teams/12865.png,Strømsgodset II,False,Schwartzgata 2,8935,Drammen,1199,https://media.api-sports.io/football/venues/1199.png,Marienlyst Stadion,artificial turf
,Norway,,12870,https://media.api-sports.io/football/teams/12870.png,Sørlandslaget,False,,,,,,,
VIK,Norway,1899,12891,https://media.api-sports.io/football/teams/12891.png,Viking II,False,"Gamle Jåttåvågen 3, Jåttåvågen",16508,Stavanger,1204,https://media.api-sports.io/football/venues/1204.png,SR-Bank Arena,artificial turf
,Norway,,14545,https://media.api-sports.io/football/teams/14545.png,Sandviken,False,Øyjordsveien 6,1500,Bergen,11316,https://media.api-sports.io/football/venues/11316.png,Stemmemyren kunstgressbane,artificial turf
,Norway,,15535,https://media.api-sports.io/football/teams/15535.png,Vålerenga W,False,,,,,,,
,Norway,,15950,https://media.api-sports.io/football/teams/15950.png,Avaldsnes W,False,,,,,,,
,Norway,,15951,https://media.api-sports.io/football/teams/15951.png,Klepp W,False,,,,,,,
,Norway,,15952,https://media.api-sports.io/football/teams/15952.png,Kolbotn W,False,,,,,,,
,Norway,1912,15953,https://media.api-sports.io/football/teams/15953.png,Stabæk W,False,,,,,,,
,Norway,2000,15954,https://media.api-sports.io/football/teams/15954.png,Arna-Bjørnar W,False,,,,,,,
,Norway,,15955,https://media.api-sports.io/football/teams/15955.png,Lyn W,False,,,,,,,
,Norway,1972,15956,https://media.api-sports.io/football/teams/15956.png,Rosenborg W,False,,,,,,,
,Norway,,15957,https://media.api-sports.io/football/teams/15957.png,Sandviken W,False,,,,,,,
,Norway,1924,16204,https://media.api-sports.io/football/teams/16204.png,Funnefoss / Vormsund,False,Fuvo-vegen,1000,Oppaker,11310,https://media.api-sports.io/football/venues/11310.png,Funnefoss gress,grass
,Norway,1918,16205,https://media.api-sports.io/football/teams/16205.png,Grorud II,False,"Grorudveien 7, Grorud",1741,Oslo,5108,https://media.api-sports.io/football/venues/5108.png,Grorud stadion,artificial turf
,Norway,,16206,https://media.api-sports.io/football/teams/16206.png,Kongsvinger II,False,Brugata 47 B,5684,Kongsvinger,1180,https://media.api-sports.io/football/venues/1180.png,Gjemselund Stadion,artificial turf
,Norway,1917,16207,https://media.api-sports.io/football/teams/16207.png,Lillestrøm II,False,Leiraveien 2,2300,Lillestrøm,11311,https://media.api-sports.io/football/venues/11311.png,LSK-hallen,artificial turf
,Norway,,16208,https://media.api-sports.io/football/teams/16208.png,Raufoss II,False,Idrettsvegen 19,2537,Raufoss,1189,https://media.api-sports.io/football/venues/1189.png,NAMMO stadion,artificial turf
,Norway,,16209,https://media.api-sports.io/football/teams/16209.png,Rommen,False,Haavard Martinsensvei 35,1000,Oslo,11312,https://media.api-sports.io/football/venues/11312.png,Rommensletta kunstgress,artificial turf
,Norway,,16210,https://media.api-sports.io/football/teams/16210.png,Ullensaker / Kisa II,False,Markavegen 7,3435,Jessheim,1202,https://media.api-sports.io/football/venues/1202.png,Jessheim Stadion,artificial turf
,Norway,,16211,https://media.api-sports.io/football/teams/16211.png,Eik-Tønsberg,False,Trudvangveien 67,5600,Tønsberg,19971,https://media.api-sports.io/football/venues/19971.png,Tønsberg Gressbane KG,artificial turf
,Norway,1903,16212,https://media.api-sports.io/football/teams/16212.png,Fredrikstad II,False,"K. G. Meldahls vei 9, Kråkerøy",12565,Fredrikstad,2792,https://media.api-sports.io/football/venues/2792.png,Nye Fredrikstad Stadion,artificial turf
,Norway,,16213,https://media.api-sports.io/football/teams/16213.png,Halsen,False,Bergeskogen,1000,Larvik,11313,https://media.api-sports.io/football/venues/11313.png,Bergeskogen idrettspark,artificial turf
,Norway,,16214,https://media.api-sports.io/football/teams/16214.png,Mjøndalen II,False,"Hagatjernsveien 17, Nedre Eiker",4350,Mjøndalen,1183,https://media.api-sports.io/football/venues/1183.png,Consto Arena,artificial turf
,Norway,2000,16215,https://media.api-sports.io/football/teams/16215.png,Sarpsborg 08 II,False,Haftor Jonssons gate 19,8022,Sarpsborg,1193,https://media.api-sports.io/football/venues/1193.png,Sarpsborg Stadion,artificial turf
,Norway,,16216,https://media.api-sports.io/football/teams/16216.png,Djerv,False,Skeisvannsvegen,1000,Haugesund,11315,https://media.api-sports.io/football/venues/11315.png,Djervbanen,artificial turf
,Norway,1947,16217,https://media.api-sports.io/football/teams/16217.png,Bjarg,False,"Skeievegen, Bjarg",1000,Fanahammaren,11317,https://media.api-sports.io/football/venues/11317.png,Stavollen stadion,artificial turf
BRA,Norway,,16218,https://media.api-sports.io/football/teams/16218.png,Brann II,False,"Allestadveien 12, Fyllingsdalen",3800,Bergen,5105,https://media.api-sports.io/football/venues/5105.png,Varden Amfi,artificial turf
,Norway,1926,16219,https://media.api-sports.io/football/teams/16219.png,Sogndal II,False,Sogndalsfjøra,5623,Sogndal,1195,https://media.api-sports.io/football/venues/1195.png,Fosshaugane Campus,artificial turf
STO,Norway,1914,16220,https://media.api-sports.io/football/teams/16220.png,Stord,False,"Vikahaugen, Stord",1500,Leirvik,11319,https://media.api-sports.io/football/venues/11319.png,Stord Stadion,grass
,Norway,,16221,https://media.api-sports.io/football/teams/16221.png,Årdal,False,,2500,Øvre Årdal,11320,https://media.api-sports.io/football/venues/11320.png,Jotun Stadion,grass
,Norway,1914,16222,https://media.api-sports.io/football/teams/16222.png,Aalesund II,False,Sjømannsveien 14,10778,Ålesund,1174,https://media.api-sports.io/football/venues/1174.png,Color Line Stadion,artificial turf
,Norway,,16223,https://media.api-sports.io/football/teams/16223.png,Melhus,False,Idrettsveien 35,1000,Melhus,5725,https://media.api-sports.io/football/venues/5725.png,ÆESTOLT Banen Kunstgress,artificial turf
,Norway,,16224,https://media.api-sports.io/football/teams/16224.png,Ranheim II,False,Ranheimsveien 166,3000,Ranheim,1188,https://media.api-sports.io/football/venues/1188.png,EXTRA Arena,artificial turf
,Norway,,16225,https://media.api-sports.io/football/teams/16225.png,Tynset,False,Idrettsveien 27,1000,Tynset,11321,https://media.api-sports.io/football/venues/11321.png,Nytrømoen gras,grass
,Norway,,16226,https://media.api-sports.io/football/teams/16226.png,Volda,False,Stadionvegen,2000,Volda,12747,https://media.api-sports.io/football/venues/12747.png,Sparebank 1 Bana,artificial turf
,Norway,,16227,https://media.api-sports.io/football/teams/16227.png,Bodø / Glimt II,False,Håloglandsgata 30,8270,Bodø,1175,https://media.api-sports.io/football/venues/1175.png,Aspmyra Stadion,artificial turf
FIN,Norway,1922,16228,https://media.api-sports.io/football/teams/16228.png,Finnsnes,False,Idrettsveien 13,3000,Finnsnes,11323,https://media.api-sports.io/football/venues/11323.png,Finnsnes kunstgress,artificial turf
,Norway,2017,16229,https://media.api-sports.io/football/teams/16229.png,Rana,False,Vikaåsen,1600,Mo i Rana,11324,https://media.api-sports.io/football/venues/11324.png,Nye Sagbakken Stadion,artificial turf
,Norway,,16230,https://media.api-sports.io/football/teams/16230.png,Skeid II,False,Kjelsåsveien 9,2623,Oslo,1194,https://media.api-sports.io/football/venues/1194.png,Nordre Åsen kunstgress,artificial turf
STA,Norway,1912,16231,https://media.api-sports.io/football/teams/16231.png,Stabæk II,False,Gamle Ringeriksvei 59,1600,Bekkestua,11325,https://media.api-sports.io/football/venues/11325.png,Nadderud Kunstgress,artificial turf
TRO,Norway,1920,16232,https://media.api-sports.io/football/teams/16232.png,Tromsø II,False,Stadionveien 3,8585,Tromsø,19681,https://media.api-sports.io/football/venues/19681.png,Romssa Arena,artificial turf
ROS,Norway,,16395,https://media.api-sports.io/football/teams/16395.png,Rosenborg U19,False,,,,,,,
,Norway,,16552,https://media.api-sports.io/football/teams/16552.png,Aalesunds U19,False,,,,,,,
,Norway,,16553,https://media.api-sports.io/football/teams/16553.png,Bodø / Glimt U19,False,,,,,,,
,Norway,,16554,https://media.api-sports.io/football/teams/16554.png,Brann U19,False,,,,,,,
,Norway,,16555,https://media.api-sports.io/football/teams/16555.png,Bryne U19,False,,,,,,,
,Norway,,16556,https://media.api-sports.io/football/teams/16556.png,Haugesund U19,False,,,,,,,
,Norway,,16557,https://media.api-sports.io/football/teams/16557.png,KFUM U19,False,,,,,,,
,Norway,,16558,https://media.api-sports.io/football/teams/16558.png,Kristiansund U19,False,,,,,,,
,Norway,,16559,https://media.api-sports.io/football/teams/16559.png,Lillestrøm U19,False,,,,,,,
,Norway,,16560,https://media.api-sports.io/football/teams/16560.png,Mjøndalen U19,False,,,,,,,
,Norway,,16561,https://media.api-sports.io/football/teams/16561.png,Sandefjord U19,False,,,,,,,
,Norway,,16562,https://media.api-sports.io/football/teams/16562.png,Sandnes Ulf U19,False,,,,,,,
,Norway,,16563,https://media.api-sports.io/football/teams/16563.png,Stabæk U19,False,,,,,,,
,Norway,,16564,https://media.api-sports.io/football/teams/16564.png,Start U19,False,,,,,,,
,Norway,,16565,https://media.api-sports.io/football/teams/16565.png,Strømsgodset U19,False,Schwartzgata 2,8935,Drammen,1199,https://media.api-sports.io/football/venues/1199.png,Marienlyst Stadion,artificial turf
,Norway,,16566,https://media.api-sports.io/football/teams/16566.png,Tromsø U19,False,,,,,,,
,Norway,,16567,https://media.api-sports.io/football/teams/16567.png,Viking U19,False,,,,,,,
VAL,Norway,,16568,https://media.api-sports.io/football/teams/16568.png,Vålerenga U19,False,,,,,,,
,Norway,,16569,https://media.api-sports.io/football/teams/16569.png,Åsane U19,False,,,,,,,
,Norway,1919,16868,https://media.api-sports.io/football/teams/16868.png,SF Grei,False,"Apalløkkveien, Linderud",1200,Oslo,12746,https://media.api-sports.io/football/venues/12746.png,Greibanen,artificial turf
,Norway,,16869,https://media.api-sports.io/football/teams/16869.png,Stovner,False,,,,,,,
,Norway,1990,16870,https://media.api-sports.io/football/teams/16870.png,Vardeneset,False,Gjerdeveien 84,1500,Stavanger,18566,https://media.api-sports.io/football/venues/18566.png,Tasta kunstgress 1,artificial turf
,Norway,,17969,https://media.api-sports.io/football/teams/17969.png,Norway U17,False,,,,,,,
,Norway,1993,18379,https://media.api-sports.io/football/teams/18379.png,Røa,False,,,,,,,
,Norway,,18380,https://media.api-sports.io/football/teams/18380.png,Brann W,False,,,,,,,
,Norway,,18434,https://media.api-sports.io/football/teams/18434.png,Kjelsås II,False,,,,,,,
FOR,Norway,1920,18435,https://media.api-sports.io/football/teams/18435.png,Førde,False,Angedalsvegen,1500,Førde,12748,https://media.api-sports.io/football/venues/12748.png,Førde Stadion,grass
,Norway,,18436,https://media.api-sports.io/football/teams/18436.png,Hødd II,False,Høddvollveien 10,4081,Ulsteinvik,2794,https://media.api-sports.io/football/venues/2794.png,Nye Høddvoll Stadion,artificial turf
,Norway,1999,18437,https://media.api-sports.io/football/teams/18437.png,Lillehammer,False,Sigrid Undsets veg,2000,Lillehammer,12750,https://media.api-sports.io/football/venues/12750.png,Stampesletta,artificial turf
,Norway,,18438,https://media.api-sports.io/football/teams/18438.png,Bremnes,False,,,,,,,
,Norway,,18439,https://media.api-sports.io/football/teams/18439.png,Haugesund II,False,,1000,Haugesund,20452,https://media.api-sports.io/football/venues/20452.png,Haugebanen,grass
,Norway,,18440,https://media.api-sports.io/football/teams/18440.png,Sandnes Ulf II,False,"Jønningheiveien 47, Trones",4969,Sandnes,1192,https://media.api-sports.io/football/venues/1192.png,Sandnes Idrettspark,grass
,Norway,,18441,https://media.api-sports.io/football/teams/18441.png,Randesund,False,Dvergsnesveien 27,1000,Kristiansand,12752,https://media.api-sports.io/football/venues/12752.png,Sukkevann kunstgress,artificial turf
,Norway,1894,18442,https://media.api-sports.io/football/teams/18442.png,Urædd,False,Kjølnes Ring 60,3000,Porsgrunn,12753,https://media.api-sports.io/football/venues/12753.png,Kjølnes stadion,grass
,Norway,1920,18443,https://media.api-sports.io/football/teams/18443.png,Innstranden,False,"Mørkvedveien, Mørkved",1000,Bodø,19682,https://media.api-sports.io/football/venues/19682.png,Mørkvedlia Idrettspark,artificial turf
BOS,Norway,,18444,https://media.api-sports.io/football/teams/18444.png,Bossekop,False,Thomasbakkveien 22,1000,Alta,12755,https://media.api-sports.io/football/venues/12755.png,Coop-banen,artificial turf
,Norway,,18921,https://media.api-sports.io/football/teams/18921.png,Dahle,False,,,,,,,
,Norway,,18922,https://media.api-sports.io/football/teams/18922.png,Eidsvold IF,False,,,,,,,
,Norway,,18923,https://media.api-sports.io/football/teams/18923.png,Furnes,False,,,,,,,
,Norway,2001,18924,https://media.api-sports.io/football/teams/18924.png,Gamle Oslo,False,,,,,,,
,Norway,,18925,https://media.api-sports.io/football/teams/18925.png,Gneist,False,"Lønningsflaten 36, Blomsterdalen",1000,Bergen,19724,https://media.api-sports.io/football/venues/19724.png,Liland kunstgress,artificial turf
,Norway,,18926,https://media.api-sports.io/football/teams/18926.png,Hei,False,,,,,,,
,Norway,,18927,https://media.api-sports.io/football/teams/18927.png,Ishavsbyen,False,,,,,,,
,Norway,,18928,https://media.api-sports.io/football/teams/18928.png,Kolbu / KK,False,,,,,,,
,Norway,,18929,https://media.api-sports.io/football/teams/18929.png,Rosseland,False,,,,,,,
,Norway,,18930,https://media.api-sports.io/football/teams/18930.png,Råde,False,,,,,,,
,Norway,1913,18931,https://media.api-sports.io/football/teams/18931.png,Surnadal,False,,1000,Surnadal,18567,https://media.api-sports.io/football/venues/18567.png,Syltøran stadion,grass
,Norway,1921,18932,https://media.api-sports.io/football/teams/18932.png,Voss,False,,1000,,18568,https://media.api-sports.io/football/venues/18568.png,Prestegardsmoen gras,grass
,Norway,,18933,https://media.api-sports.io/football/teams/18933.png,Åskollen,False,Tverrliggeren,1000,Drammen,19725,https://media.api-sports.io/football/venues/19725.png,Glassverket Kunstgress,artificial turf
,Norway,,18934,https://media.api-sports.io/football/teams/18934.png,Østsiden,False,,,,,,,
,Norway,,18984,https://media.api-sports.io/football/teams/18984.png,Amazon Grimstad W,False,,,,,,,
,Norway,,18985,https://media.api-sports.io/football/teams/18985.png,Fortuna Ålesund W,False,,,,,,,
,Norway,,18986,https://media.api-sports.io/football/teams/18986.png,Grand Bodø W,False,,,,,,,
,Norway,,18987,https://media.api-sports.io/football/teams/18987.png,KIL / Hemne W,False,,,,,,,
,Norway,,18988,https://media.api-sports.io/football/teams/18988.png,Medkila W,False,,,,,,,
,Norway,,18989,https://media.api-sports.io/football/teams/18989.png,TIL 2020 W,False,,,,,,,
,Norway,,18990,https://media.api-sports.io/football/teams/18990.png,Øvrevoll Hosle W,False,,,,,,,
,Norway,,18991,https://media.api-sports.io/football/teams/18991.png,Hønefoss W,False,,,,,,,
,Norway,,18992,https://media.api-sports.io/football/teams/18992.png,Åsane W,False,,,,,,,
,Norway,,19065,https://media.api-sports.io/football/teams/19065.png,Norway U19 W,True,,,,,,,
,Norway,1980,19711,https://media.api-sports.io/football/teams/19711.png,Skedsmo,False,Steinbråteveien 5,1000,Skedsmokorset,19683,https://media.api-sports.io/football/venues/19683.png,Skedsmo stadion kunstgress,artificial turf
,Norway,,20812,https://media.api-sports.io/football/teams/20812.png,HamKam U19,False,,,,,,,
,Norway,,20813,https://media.api-sports.io/football/teams/20813.png,Odd U19,False,,,,,,,
